number,year,count,date,date,month,decade,season,monthname
92,1968,36,25083,9/2/68,9,1960,Autumn,September
115,1968,37,25090,9/9/68,9,1960,Autumn,September
130,1968,38,25097,9/16/68,9,1960,Autumn,September
120,1968,39,25104,9/23/68,9,1960,Autumn,September
108,1968,40,25111,9/30/68,9,1960,Autumn,September
113,1968,41,25118,10/7/68,10,1960,Autumn,October
135,1968,42,25125,10/14/68,10,1960,Autumn,October
155,1968,43,25132,10/21/68,10,1960,Autumn,October
137,1968,44,25139,10/28/68,10,1960,Autumn,October
214,1968,45,25146,11/4/68,11,1960,Autumn ,November
215,1968,46,25153,11/11/68,11,1960,Autumn ,November
245,1968,47,25160,11/18/68,11,1960,Autumn ,November
212,1968,48,25167,11/25/68,11,1960,Autumn ,November
268,1968,49,25174,12/2/68,12,1960,Winter,December
261,1968,50,25181,12/9/68,12,1960,Winter,December
231,1968,51,25188,12/16/68,12,1960,Winter,December
205,1968,52,25195,12/23/68,12,1960,Winter,December
162,1969,1,25202,12/30/68,12,1960,Winter,December
311,1969,2,25209,1/6/69,1,1960,Winter,January
352,1969,3,25216,1/13/69,1,1960,Winter,January
345,1969,4,25223,1/20/69,1,1960,Winter,January
425,1969,5,25230,1/27/69,1,1960,Winter,January
435,1969,6,25237,2/3/69,2,1960,Winter,February
508,1969,7,25244,2/10/69,2,1960,Winter,February
603,1969,8,25251,2/17/69,2,1960,Winter,February
630,1969,9,25258,2/24/69,2,1960,Winter,February
1416,1969,10,25265,3/3/69,3,1960,Spring,March
808,1969,12,25279,3/17/69,3,1960,Spring,March
1029,1969,13,25286,3/24/69,3,1960,Spring,March
752,1969,14,25293,3/31/69,3,1960,Spring,March
861,1969,15,25300,4/7/69,4,1960,Spring,April
1161,1969,16,25307,4/14/69,4,1960,Spring,April
1000,1969,17,25314,4/21/69,4,1960,Spring,April
949,1969,18,25321,4/28/69,4,1960,Spring,April
916,1969,19,25328,5/5/69,5,1960,Spring,May
990,1969,20,25335,5/12/69,5,1960,Spring,May
949,1969,21,25342,5/19/69,5,1960,Spring,May
625,1969,22,25349,5/26/69,5,1960,Spring,May
788,1969,23,25356,6/2/69,6,1960,Summer,June
757,1969,24,25363,6/9/69,6,1960,Summer,June
624,1969,25,25370,6/16/69,6,1960,Summer,June
667,1969,26,25377,6/23/69,6,1960,Summer,June
475,1969,27,25384,6/30/69,6,1960,Summer,June
318,1969,28,25391,7/7/69,7,1960,Summer,July
328,1969,29,25398,7/14/69,7,1960,Summer,July
257,1969,30,25405,7/21/69,7,1960,Summer,July
231,1969,31,25412,7/28/69,7,1960,Summer,July
135,1969,32,25419,8/4/69,8,1960,Summer,August
185,1969,33,25426,8/11/69,8,1960,Summer,August
147,1969,34,25433,8/18/69,8,1960,Summer,August
125,1969,35,25440,8/25/69,8,1960,Summer,August
121,1969,36,25447,9/1/69,9,1960,Autumn,September
129,1969,37,25454,9/8/69,9,1960,Autumn,September
160,1969,38,25461,9/15/69,9,1960,Autumn,September
159,1969,39,25468,9/22/69,9,1960,Autumn,September
167,1969,40,25475,9/29/69,9,1960,Autumn,September
135,1969,41,25482,10/6/69,10,1960,Autumn,October
125,1969,42,25489,10/13/69,10,1960,Autumn,October
195,1969,43,25496,10/20/69,10,1960,Autumn,October
185,1969,44,25503,10/27/69,10,1960,Autumn,October
284,1969,45,25510,11/3/69,11,1960,Autumn ,November
303,1969,46,25517,11/10/69,11,1960,Autumn ,November
338,1969,47,25524,11/17/69,11,1960,Autumn ,November
260,1969,48,25531,11/24/69,11,1960,Autumn ,November
376,1969,49,25538,12/1/69,12,1960,Winter,December
597,1969,50,25545,12/8/69,12,1960,Winter,December
482,1969,51,25552,12/15/69,12,1960,Winter,December
310,1969,52,25559,12/22/69,12,1960,Winter,December
520,1970,1,25566,12/29/69,12,1960,Winter,December
947,1970,2,25573,1/5/70,1,1970,Winter,January
870,1970,3,25580,1/12/70,1,1970,Winter,January
1116,1970,4,25587,1/19/70,1,1970,Winter,January
888,1970,5,25594,1/26/70,1,1970,Winter,January
951,1970,6,25601,2/2/70,2,1970,Winter,February
949,1970,7,25608,2/9/70,2,1970,Winter,February
1186,1970,8,25615,2/16/70,2,1970,Winter,February
1293,1970,9,25622,2/23/70,2,1970,Winter,February
1377,1970,10,25629,3/2/70,3,1970,Spring,March
1670,1970,11,25636,3/9/70,3,1970,Spring,March
1071,1970,12,25643,3/16/70,3,1970,Spring,March
1569,1970,13,25650,3/23/70,3,1970,Spring,March
1974,1970,14,25657,3/30/70,3,1970,Spring,March
1657,1970,15,25664,4/6/70,4,1970,Spring,April
1834,1970,16,25671,4/13/70,4,1970,Spring,April
1804,1970,17,25678,4/20/70,4,1970,Spring,April
1952,1970,18,25685,4/27/70,4,1970,Spring,April
1927,1970,19,25692,5/4/70,5,1970,Spring,May
1950,1970,20,25699,5/11/70,5,1970,Spring,May
1354,1970,21,25706,5/18/70,5,1970,Spring,May
1585,1970,22,25713,5/25/70,5,1970,Spring,May
1399,1970,23,25720,6/1/70,6,1970,Summer,June
1237,1970,24,25727,6/8/70,6,1970,Summer,June
1007,1970,25,25734,6/15/70,6,1970,Summer,June
690,1970,26,25741,6/22/70,6,1970,Summer,June
676,1970,27,25748,6/29/70,6,1970,Summer,June
496,1970,28,25755,7/6/70,7,1970,Summer,July
476,1970,29,25762,7/13/70,7,1970,Summer,July
393,1970,30,25769,7/20/70,7,1970,Summer,July
292,1970,31,25776,7/27/70,7,1970,Summer,July
310,1970,32,25783,8/3/70,8,1970,Summer,August
194,1970,33,25790,8/10/70,8,1970,Summer,August
186,1970,34,25797,8/17/70,8,1970,Summer,August
164,1970,35,25804,8/24/70,8,1970,Summer,August
118,1970,36,25811,8/31/70,8,1970,Summer,August
143,1970,37,25818,9/7/70,9,1970,Autumn,September
156,1970,38,25825,9/14/70,9,1970,Autumn,September
166,1970,39,25832,9/21/70,9,1970,Autumn,September
179,1970,40,25839,9/28/70,9,1970,Autumn,September
278,1970,41,25846,10/5/70,10,1970,Autumn,October
296,1970,42,25853,10/12/70,10,1970,Autumn,October
548,1970,43,25860,10/19/70,10,1970,Autumn,October
369,1970,45,25874,11/2/70,11,1970,Autumn ,November
385,1970,46,25881,11/9/70,11,1970,Autumn ,November
508,1970,47,25888,11/16/70,11,1970,Autumn ,November
574,1970,48,25895,11/23/70,11,1970,Autumn ,November
833,1970,49,25902,11/30/70,11,1970,Autumn ,November
957,1970,50,25909,12/7/70,12,1970,Winter,December
894,1970,51,25916,12/14/70,12,1970,Winter,December
484,1970,52,25923,12/21/70,12,1970,Winter,December
1071,1971,1,25937,1/4/71,1,1970,Winter,January
861,1971,2,25944,1/11/71,1,1970,Winter,January
1221,1971,3,25951,1/18/71,1,1970,Winter,January
1533,1971,4,25958,1/25/71,1,1970,Winter,January
1325,1971,5,25965,2/1/71,2,1970,Winter,February
2197,1971,6,25972,2/8/71,2,1970,Winter,February
3791,1971,7,25979,2/15/71,2,1970,Winter,February
3487,1971,10,26000,3/8/71,3,1970,Spring,March
2438,1971,11,26007,3/15/71,3,1970,Spring,March
3263,1971,12,26014,3/22/71,3,1970,Spring,March
2803,1971,13,26021,3/29/71,3,1970,Spring,March
2048,1971,9,25993,3/1/71,3,1970,Spring,March
3224,1971,14,26028,4/5/71,4,1970,Spring,April
3673,1971,15,26035,4/12/71,4,1970,Spring,April
3309,1971,16,26042,4/19/71,4,1970,Spring,April
4014,1971,17,26049,4/26/71,4,1970,Spring,April
3584,1971,18,26056,5/3/71,5,1970,Spring,May
3281,1971,19,26063,5/10/71,5,1970,Spring,May
3011,1971,20,26070,5/17/71,5,1970,Spring,May
2665,1971,21,26077,5/24/71,5,1970,Spring,May
2838,1971,22,26084,5/31/71,5,1970,Spring,May
2420,1971,23,26091,6/7/71,6,1970,Summer,June
2031,1971,24,26098,6/14/71,6,1970,Summer,June
1631,1971,25,26105,6/21/71,6,1970,Summer,June
1010,1971,26,26112,6/28/71,6,1970,Summer,June
1075,1971,27,26119,7/5/71,7,1970,Summer,July
988,1971,28,26126,7/12/71,7,1970,Summer,July
562,1971,29,26133,7/19/71,7,1970,Summer,July
472,1971,30,26140,7/26/71,7,1970,Summer,July
368,1971,31,26147,8/2/71,8,1970,Summer,August
311,1971,32,26154,8/9/71,8,1970,Summer,August
332,1971,33,26161,8/16/71,8,1970,Summer,August
249,1971,34,26168,8/23/71,8,1970,Summer,August
945,1971,35,26175,8/30/71,8,1970,Summer,August
145,1971,36,26182,9/6/71,9,1970,Autumn,September
185,1971,37,26189,9/13/71,9,1970,Autumn,September
210,1971,38,26196,9/20/71,9,1970,Autumn,September
228,1971,39,26203,9/27/71,9,1970,Autumn,September
206,1971,40,26210,10/4/71,10,1970,Autumn,October
260,1971,41,26217,10/11/71,10,1970,Autumn,October
271,1971,42,26224,10/18/71,10,1970,Autumn,October
269,1971,43,26231,10/25/71,10,1970,Autumn,October
337,1971,44,26238,11/1/71,11,1970,Autumn ,November
287,1971,45,26245,11/8/71,11,1970,Autumn ,November
462,1971,46,26252,11/15/71,11,1970,Autumn ,November
282,1971,47,26259,11/22/71,11,1970,Autumn ,November
283,1971,48,26266,11/29/71,11,1970,Autumn ,November
531,1971,49,26273,12/6/71,12,1970,Winter,December
481,1971,50,26280,12/13/71,12,1970,Winter,December
487,1971,51,26287,12/20/71,12,1970,Winter,December
548,1972,1,26301,1/3/72,1,1970,Winter,January
715,1972,3,26315,1/17/72,1,1970,Winter,January
462,1972,4,26322,1/24/72,1,1970,Winter,January
820,1972,5,26329,1/31/72,1,1970,Winter,January
460,1972,6,26336,2/7/72,2,1970,Winter,February
794,1972,7,26343,2/14/72,2,1970,Winter,February
713,1972,8,26350,2/21/72,2,1970,Winter,February
786,1972,9,26357,2/28/72,2,1970,Winter,February
939,1972,10,26364,3/6/72,3,1970,Spring,March
949,1972,11,26371,3/13/72,3,1970,Spring,March
1260,1972,12,26378,3/20/72,3,1970,Spring,March
1147,1972,13,26385,3/27/72,3,1970,Spring,March
1255,1972,14,26392,4/3/72,4,1970,Spring,April
1075,1972,15,26399,4/10/72,4,1970,Spring,April
1275,1972,16,26406,4/17/72,4,1970,Spring,April
1186,1972,17,26413,4/24/72,4,1970,Spring,April
1253,1972,18,26420,5/1/72,5,1970,Spring,May
1405,1972,19,26427,5/8/72,5,1970,Spring,May
1363,1972,20,26434,5/15/72,5,1970,Spring,May
1071,1972,21,26441,5/22/72,5,1970,Spring,May
992,1972,22,26448,5/29/72,5,1970,Spring,May
1208,1972,23,26455,6/5/72,6,1970,Summer,June
800,1972,24,26462,6/12/72,6,1970,Summer,June
744,1972,25,26469,6/19/72,6,1970,Summer,June
594,1972,26,26476,6/26/72,6,1970,Summer,June
343,1972,27,26483,7/3/72,7,1970,Summer,July
325,1972,28,26490,7/10/72,7,1970,Summer,July
255,1972,29,26497,7/17/72,7,1970,Summer,July
171,1972,30,26504,7/24/72,7,1970,Summer,July
198,1972,31,26511,7/31/72,7,1970,Summer,July
213,1972,32,26518,8/7/72,8,1970,Summer,August
132,1972,33,26525,8/14/72,8,1970,Summer,August
95,1972,35,26539,8/28/72,8,1970,Summer,August
95,1972,36,26546,9/4/72,9,1970,Autumn,September
96,1972,37,26553,9/11/72,9,1970,Autumn,September
123,1972,38,26560,9/18/72,9,1970,Autumn,September
131,1972,39,26567,9/25/72,9,1970,Autumn,September
146,1972,40,26574,10/2/72,10,1970,Autumn,October
151,1972,41,26581,10/9/72,10,1970,Autumn,October
167,1972,42,26588,10/16/72,10,1970,Autumn,October
138,1972,43,26595,10/23/72,10,1970,Autumn,October
196,1972,44,26602,10/30/72,10,1970,Autumn,October
357,1972,45,26609,11/6/72,11,1970,Autumn ,November
278,1972,46,26616,11/13/72,11,1970,Autumn ,November
494,1972,47,26623,11/20/72,11,1970,Autumn ,November
518,1972,48,26630,11/27/72,11,1970,Autumn ,November
483,1972,49,26637,12/4/72,12,1970,Winter,December
385,1972,50,26644,12/11/72,12,1970,Winter,December
353,1972,51,26651,12/18/72,12,1970,Winter,December
368,1973,1,26665,1/1/73,1,1970,Winter,January
631,1973,2,26672,1/8/73,1,1970,Winter,January
605,1973,3,26679,1/15/73,1,1970,Winter,January
543,1973,4,26686,1/22/73,1,1970,Winter,January
664,1973,5,26693,1/29/73,1,1970,Winter,January
676,1973,6,26700,2/5/73,2,1970,Winter,February
672,1973,7,26707,2/12/73,2,1970,Winter,February
618,1973,8,26714,2/19/73,2,1970,Winter,February
791,1973,9,26721,2/26/73,2,1970,Winter,February
805,1973,10,26728,3/5/73,3,1970,Spring,March
785,1973,11,26735,3/12/73,3,1970,Spring,March
691,1973,12,26742,3/19/73,3,1970,Spring,March
1094,1973,13,26749,3/26/73,3,1970,Spring,March
1366,1973,14,26756,4/2/73,4,1970,Spring,April
1433,1973,15,26763,4/9/73,4,1970,Spring,April
1099,1973,16,26770,4/16/73,4,1970,Spring,April
1055,1973,17,26777,4/23/73,4,1970,Spring,April
1250,1973,18,26784,4/30/73,4,1970,Spring,April
1098,1973,19,26791,5/7/73,5,1970,Spring,May
851,1973,20,26798,5/14/73,5,1970,Spring,May
1127,1973,21,26805,5/21/73,5,1970,Spring,May
697,1973,22,26812,5/28/73,5,1970,Spring,May
811,1973,23,26819,6/4/73,6,1970,Summer,June
790,1973,24,26826,6/11/73,6,1970,Summer,June
577,1973,25,26833,6/18/73,6,1970,Summer,June
343,1973,26,26840,6/25/73,6,1970,Summer,June
288,1973,27,26847,7/2/73,7,1970,Summer,July
246,1973,28,26854,7/9/73,7,1970,Summer,July
268,1973,29,26861,7/16/73,7,1970,Summer,July
189,1973,30,26868,7/23/73,7,1970,Summer,July
147,1973,31,26875,7/30/73,7,1970,Summer,July
123,1973,32,26882,8/6/73,8,1970,Summer,August
89,1973,33,26889,8/13/73,8,1970,Summer,August
70,1973,34,26896,8/20/73,8,1970,Summer,August
73,1973,35,26903,8/27/73,8,1970,Summer,August
67,1973,36,26910,9/3/73,9,1970,Autumn,September
153,1973,37,26917,9/10/73,9,1970,Autumn,September
76,1973,39,26931,9/24/73,9,1970,Autumn,September
69,1973,40,26938,10/1/73,10,1970,Autumn,October
98,1973,41,26945,10/8/73,10,1970,Autumn,October
117,1973,42,26952,10/15/73,10,1970,Autumn,October
82,1973,43,26959,10/22/73,10,1970,Autumn,October
191,1973,44,26966,10/29/73,10,1970,Autumn,October
171,1973,45,26973,11/5/73,11,1970,Autumn ,November
139,1973,46,26980,11/12/73,11,1970,Autumn ,November
221,1973,47,26987,11/19/73,11,1970,Autumn ,November
232,1973,48,26994,11/26/73,11,1970,Autumn ,November
255,1973,49,27001,12/3/73,12,1970,Winter,December
199,1973,50,27008,12/10/73,12,1970,Winter,December
230,1973,51,27015,12/17/73,12,1970,Winter,December
198,1973,52,27022,12/24/73,12,1970,Winter,December
242,1974,1,27029,12/31/73,12,1970,Winter,December
382,1974,2,27036,1/7/74,1,1970,Winter,January
402,1974,3,27043,1/14/74,1,1970,Winter,January
510,1974,4,27050,1/21/74,1,1970,Winter,January
332,1974,5,27057,1/28/74,1,1970,Winter,January
521,1974,6,27064,2/4/74,2,1970,Winter,February
527,1974,7,27071,2/11/74,2,1970,Winter,February
596,1974,8,27078,2/18/74,2,1970,Winter,February
794,1974,9,27085,2/25/74,2,1970,Winter,February
522,1974,10,27092,3/4/74,3,1970,Spring,March
665,1974,11,27099,3/11/74,3,1970,Spring,March
957,1974,12,27106,3/18/74,3,1970,Spring,March
547,1974,13,27113,3/25/74,3,1970,Spring,March
817,1974,14,27120,4/1/74,4,1970,Spring,April
835,1974,15,27127,4/8/74,4,1970,Spring,April
1123,1974,16,27134,4/15/74,4,1970,Spring,April
851,1974,17,27141,4/22/74,4,1970,Spring,April
1082,1974,18,27148,4/29/74,4,1970,Spring,April
983,1974,19,27155,5/6/74,5,1970,Spring,May
1009,1974,20,27162,5/13/74,5,1970,Spring,May
605,1974,21,27169,5/20/74,5,1970,Spring,May
1597,1974,22,27176,5/27/74,5,1970,Spring,May
828,1974,24,27190,6/10/74,6,1970,Summer,June
461,1974,25,27197,6/17/74,6,1970,Summer,June
559,1974,26,27204,6/24/74,6,1970,Summer,June
284,1974,27,27211,7/1/74,7,1970,Summer,July
256,1974,28,27218,7/8/74,7,1970,Summer,July
201,1974,29,27225,7/15/74,7,1970,Summer,July
268,1974,30,27232,7/22/74,7,1970,Summer,July
155,1974,31,27239,7/29/74,7,1970,Summer,July
150,1974,32,27246,8/5/74,8,1970,Summer,August
68,1974,33,27253,8/12/74,8,1970,Summer,August
107,1974,34,27260,8/19/74,8,1970,Summer,August
107,1974,35,27267,8/26/74,8,1970,Summer,August
114,1974,36,27274,9/2/74,9,1970,Autumn,September
192,1974,37,27281,9/9/74,9,1970,Autumn,September
83,1974,39,27295,9/23/74,9,1970,Autumn,September
73,1974,40,27302,9/30/74,9,1970,Autumn,September
170,1974,41,27309,10/7/74,10,1970,Autumn,October
73,1974,42,27316,10/14/74,10,1970,Autumn,October
112,1974,43,27323,10/21/74,10,1970,Autumn,October
171,1974,44,27330,10/28/74,10,1970,Autumn,October
104,1974,45,27337,11/4/74,11,1970,Autumn ,November
124,1974,46,27344,11/11/74,11,1970,Autumn ,November
204,1974,47,27351,11/18/74,11,1970,Autumn ,November
143,1974,48,27358,11/25/74,11,1970,Autumn ,November
233,1974,49,27365,12/2/74,12,1970,Winter,December
219,1974,50,27372,12/9/74,12,1970,Winter,December
234,1974,51,27379,12/16/74,12,1970,Winter,December
126,1974,52,27386,12/23/74,12,1970,Winter,December
206,1975,1,27393,12/30/74,12,1970,Winter,December
147,1975,2,27400,1/6/75,1,1970,Winter,January
274,1975,3,27407,1/13/75,1,1970,Winter,January
282,1975,4,27414,1/20/75,1,1970,Winter,January
275,1975,5,27421,1/27/75,1,1970,Winter,January
459,1975,6,27428,2/3/75,2,1970,Winter,February
381,1975,7,27435,2/10/75,2,1970,Winter,February
423,1975,8,27442,2/17/75,2,1970,Winter,February
407,1975,9,27449,2/24/75,2,1970,Winter,February
742,1975,10,27456,3/3/75,3,1970,Spring,March
762,1975,11,27463,3/10/75,3,1970,Spring,March
885,1975,12,27470,3/17/75,3,1970,Spring,March
738,1975,13,27477,3/24/75,3,1970,Spring,March
691,1975,14,27484,3/31/75,3,1970,Spring,March
1021,1975,15,27491,4/7/75,4,1970,Spring,April
887,1975,16,27498,4/14/75,4,1970,Spring,April
1132,1975,17,27505,4/21/75,4,1970,Spring,April
1166,1975,18,27512,4/28/75,4,1970,Spring,April
1246,1975,19,27519,5/5/75,5,1970,Spring,May
1044,1975,20,27526,5/12/75,5,1970,Spring,May
946,1975,21,27533,5/19/75,5,1970,Spring,May
890,1975,22,27540,5/26/75,5,1970,Spring,May
1197,1975,23,27547,6/2/75,6,1970,Summer,June
963,1975,24,27554,6/9/75,6,1970,Summer,June
720,1975,25,27561,6/16/75,6,1970,Summer,June
700,1975,26,27568,6/23/75,6,1970,Summer,June
352,1975,27,27575,6/30/75,6,1970,Summer,June
317,1975,28,27582,7/7/75,7,1970,Summer,July
358,1975,29,27589,7/14/75,7,1970,Summer,July
234,1975,30,27596,7/21/75,7,1970,Summer,July
223,1975,31,27603,7/28/75,7,1970,Summer,July
133,1975,32,27610,8/4/75,8,1970,Summer,August
156,1975,33,27617,8/11/75,8,1970,Summer,August
93,1975,34,27624,8/18/75,8,1970,Summer,August
69,1975,35,27631,8/25/75,8,1970,Summer,August
50,1975,36,27638,9/1/75,9,1970,Autumn,September
57,1975,37,27645,9/8/75,9,1970,Autumn,September
79,1975,38,27652,9/15/75,9,1970,Autumn,September
59,1975,39,27659,9/22/75,9,1970,Autumn,September
53,1975,40,27666,9/29/75,9,1970,Autumn,September
90,1975,41,27673,10/6/75,10,1970,Autumn,October
86,1975,42,27680,10/13/75,10,1970,Autumn,October
203,1975,43,27687,10/20/75,10,1970,Autumn,October
86,1975,44,27694,10/27/75,10,1970,Autumn,October
264,1975,45,27701,11/3/75,11,1970,Autumn ,November
277,1975,46,27708,11/10/75,11,1970,Autumn ,November
269,1975,47,27715,11/17/75,11,1970,Autumn ,November
221,1975,48,27722,11/24/75,11,1970,Autumn ,November
186,1975,49,27729,12/1/75,12,1970,Winter,December
285,1975,50,27736,12/8/75,12,1970,Winter,December
359,1975,51,27743,12/15/75,12,1970,Winter,December
202,1975,52,27750,12/22/75,12,1970,Winter,December
281,1976,1,27757,12/29/75,12,1970,Winter,December
338,1976,2,27764,1/5/76,1,1970,Winter,January
543,1976,3,27771,1/12/76,1,1970,Winter,January
450,1976,4,27778,1/19/76,1,1970,Winter,January
624,1976,5,27785,1/26/76,1,1970,Winter,January
546,1976,6,27792,2/2/76,2,1970,Winter,February
689,1976,7,27799,2/9/76,2,1970,Winter,February
805,1976,8,27806,2/16/76,2,1970,Winter,February
1220,1976,9,27813,2/23/76,2,1970,Winter,February
1124,1976,10,27820,3/1/76,3,1970,Spring,March
1543,1976,11,27827,3/8/76,3,1970,Spring,March
1524,1976,12,27834,3/15/76,3,1970,Spring,March
1494,1976,13,27841,3/22/76,3,1970,Spring,March
1704,1976,14,27848,3/29/76,3,1970,Spring,March
1657,1976,15,27855,4/5/76,4,1970,Spring,April
1342,1976,16,27862,4/12/76,4,1970,Spring,April
1243,1976,17,27869,4/19/76,4,1970,Spring,April
1900,1976,18,27876,4/26/76,4,1970,Spring,April
2590,1976,19,27883,5/3/76,5,1970,Spring,May
1841,1976,20,27890,5/10/76,5,1970,Spring,May
1554,1976,21,27897,5/17/76,5,1970,Spring,May
1412,1976,22,27904,5/24/76,5,1970,Spring,May
1504,1976,23,27911,5/31/76,5,1970,Spring,May
1141,1976,24,27918,6/7/76,6,1970,Summer,June
1136,1976,25,27925,6/14/76,6,1970,Summer,June
737,1976,26,27932,6/21/76,6,1970,Summer,June
593,1976,27,27939,6/28/76,6,1970,Summer,June
528,1976,28,27946,7/5/76,7,1970,Summer,July
295,1976,29,27953,7/12/76,7,1970,Summer,July
385,1976,30,27960,7/19/76,7,1970,Summer,July
153,1976,31,27967,7/26/76,7,1970,Summer,July
179,1976,32,27974,8/2/76,8,1970,Summer,August
141,1976,33,27981,8/9/76,8,1970,Summer,August
63,1976,34,27988,8/16/76,8,1970,Summer,August
106,1976,35,27995,8/23/76,8,1970,Summer,August
84,1976,36,28002,8/30/76,8,1970,Summer,August
91,1976,37,28009,9/6/76,9,1970,Autumn,September
79,1976,38,28016,9/13/76,9,1970,Autumn,September
88,1976,39,28023,9/20/76,9,1970,Autumn,September
113,1976,40,28030,9/27/76,9,1970,Autumn,September
221,1976,41,28037,10/4/76,10,1970,Autumn,October
206,1976,42,28044,10/11/76,10,1970,Autumn,October
133,1976,43,28051,10/18/76,10,1970,Autumn,October
255,1976,44,28058,10/25/76,10,1970,Autumn,October
217,1976,45,28065,11/1/76,11,1970,Autumn ,November
417,1976,46,28072,11/8/76,11,1970,Autumn ,November
235,1976,47,28079,11/15/76,11,1970,Autumn ,November
538,1976,48,28086,11/22/76,11,1970,Autumn ,November
602,1976,49,28093,11/29/76,11,1970,Autumn ,November
732,1976,50,28100,12/6/76,12,1970,Winter,December
664,1976,51,28107,12/13/76,12,1970,Winter,December
571,1976,52,28114,12/20/76,12,1970,Winter,December
831,1977,2,28135,1/10/77,1,1970,Winter,January
772,1977,3,28142,1/17/77,1,1970,Winter,January
827,1977,4,28149,1/24/77,1,1970,Winter,January
1099,1977,5,28156,1/31/77,1,1970,Winter,January
1248,1977,6,28163,2/7/77,2,1970,Winter,February
1139,1977,7,28170,2/14/77,2,1970,Winter,February
1855,1977,8,28177,2/21/77,2,1970,Winter,February
1424,1977,9,28184,2/28/77,2,1970,Winter,February
1996,1977,10,28191,3/7/77,3,1970,Spring,March
1685,1977,11,28198,3/14/77,3,1970,Spring,March
2007,1977,12,28205,3/21/77,3,1970,Spring,March
2363,1977,13,28212,3/28/77,3,1970,Spring,March
1830,1977,14,28219,4/4/77,4,1970,Spring,April
2246,1977,15,28226,4/11/77,4,1970,Spring,April
2197,1977,16,28233,4/18/77,4,1970,Spring,April
2295,1977,17,28240,4/25/77,4,1970,Spring,April
2740,1977,18,28247,5/2/77,5,1970,Spring,May
2858,1977,19,28254,5/9/77,5,1970,Spring,May
3539,1977,20,28261,5/16/77,5,1970,Spring,May
2122,1977,21,28268,5/23/77,5,1970,Spring,May
2623,1977,22,28275,5/30/77,5,1970,Spring,May
2356,1977,23,28282,6/6/77,6,1970,Summer,June
2046,1977,24,28289,6/13/77,6,1970,Summer,June
1294,1977,25,28296,6/20/77,6,1970,Summer,June
948,1977,26,28303,6/27/77,6,1970,Summer,June
891,1977,27,28310,7/4/77,7,1970,Summer,July
720,1977,28,28317,7/11/77,7,1970,Summer,July
512,1977,29,28324,7/18/77,7,1970,Summer,July
534,1977,30,28331,7/25/77,7,1970,Summer,July
490,1977,31,28338,8/1/77,8,1970,Summer,August
204,1977,32,28345,8/8/77,8,1970,Summer,August
122,1977,33,28352,8/15/77,8,1970,Summer,August
99,1977,34,28359,8/22/77,8,1970,Summer,August
82,1977,35,28366,8/29/77,8,1970,Summer,August
53,1977,36,28373,9/5/77,9,1970,Autumn,September
132,1977,37,28380,9/12/77,9,1970,Autumn,September
124,1977,38,28387,9/19/77,9,1970,Autumn,September
152,1977,39,28394,9/26/77,9,1970,Autumn,September
99,1977,40,28401,10/3/77,10,1970,Autumn,October
91,1977,41,28408,10/10/77,10,1970,Autumn,October
111,1977,42,28415,10/17/77,10,1970,Autumn,October
158,1977,43,28422,10/24/77,10,1970,Autumn,October
99,1977,44,28429,10/31/77,10,1970,Autumn,October
132,1977,45,28436,11/7/77,11,1970,Autumn ,November
147,1977,46,28443,11/14/77,11,1970,Autumn ,November
159,1977,47,28450,11/21/77,11,1970,Autumn ,November
132,1977,48,28457,11/28/77,11,1970,Autumn ,November
170,1977,49,28464,12/5/77,12,1970,Winter,December
166,1977,50,28471,12/12/77,12,1970,Winter,December
205,1977,51,28478,12/19/77,12,1970,Winter,December
252,1977,52,28485,12/26/77,12,1970,Winter,December
160,1978,1,28492,1/2/78,1,1970,Winter,January
225,1978,2,28499,1/9/78,1,1970,Winter,January
208,1978,3,28506,1/16/78,1,1970,Winter,January
260,1978,4,28513,1/23/78,1,1970,Winter,January
258,1978,5,28520,1/30/78,1,1970,Winter,January
362,1978,6,28527,2/6/78,2,1970,Winter,February
399,1978,7,28534,2/13/78,2,1970,Winter,February
617,1978,8,28541,2/20/78,2,1970,Winter,February
619,1978,9,28548,2/27/78,2,1970,Winter,February
939,1978,10,28555,3/6/78,3,1970,Spring,March
827,1978,11,28562,3/13/78,3,1970,Spring,March
1137,1978,12,28569,3/20/78,3,1970,Spring,March
788,1978,13,28576,3/27/78,3,1970,Spring,March
848,1978,14,28583,4/3/78,4,1970,Spring,April
1055,1978,15,28590,4/10/78,4,1970,Spring,April
1043,1978,16,28597,4/17/78,4,1970,Spring,April
1291,1978,17,28604,4/24/78,4,1970,Spring,April
901,1978,18,28611,5/1/78,5,1970,Spring,May
927,1978,19,28618,5/8/78,5,1970,Spring,May
1263,1978,20,28625,5/15/78,5,1970,Spring,May
993,1978,21,28632,5/22/78,5,1970,Spring,May
1206,1978,22,28639,5/29/78,5,1970,Spring,May
1057,1978,23,28646,6/5/78,6,1970,Summer,June
1055,1978,24,28653,6/12/78,6,1970,Summer,June
889,1978,25,28660,6/19/78,6,1970,Summer,June
492,1978,26,28667,6/26/78,6,1970,Summer,June
379,1978,27,28674,7/3/78,7,1970,Summer,July
479,1978,28,28681,7/10/78,7,1970,Summer,July
278,1978,29,28688,7/17/78,7,1970,Summer,July
213,1978,30,28695,7/24/78,7,1970,Summer,July
195,1978,31,28702,7/31/78,7,1970,Summer,July
306,1978,32,28709,8/7/78,8,1970,Summer,August
