number,year,count,date,date,month,decade,season,monthname
12870,1937,19,13645,5/10/37,5,1930,Spring,May
11809,1937,20,13652,5/17/37,5,1930,Spring,May
11960,1937,21,13659,5/24/37,5,1930,Spring,May
14169,1937,22,13666,5/31/37,5,1930,Spring,May
11116,1937,23,13673,6/7/37,6,1930,Summer,June
8039,1937,24,13680,6/14/37,6,1930,Summer,June
8288,1937,25,13687,6/21/37,6,1930,Summer,June
6225,1937,26,13694,6/28/37,6,1930,Summer,June
4385,1937,27,13701,7/5/37,7,1930,Summer,July
3912,1937,28,13708,7/12/37,7,1930,Summer,July
2801,1937,29,13715,7/19/37,7,1930,Summer,July
2170,1937,30,13722,7/26/37,7,1930,Summer,July
1153,1937,31,13729,8/2/37,8,1930,Summer,August
1111,1937,32,13736,8/9/37,8,1930,Summer,August
879,1937,33,13743,8/16/37,8,1930,Summer,August
776,1937,34,13750,8/23/37,8,1930,Summer,August
90,1937,35,13757,8/30/37,8,1930,Summer,August
684,1937,36,13764,9/6/37,9,1930,Autumn,September
577,1937,37,13771,9/13/37,9,1930,Autumn,September
664,1937,38,13778,9/20/37,9,1930,Autumn,September
918,1937,39,13785,9/27/37,9,1930,Autumn,September
922,1937,40,13792,10/4/37,10,1930,Autumn,October
1376,1937,41,13799,10/11/37,10,1930,Autumn,October
1566,1937,42,13806,10/18/37,10,1930,Autumn,October
1727,1937,43,13813,10/25/37,10,1930,Autumn,October
2547,1937,44,13820,11/1/37,11,1930,Autumn ,November
3029,1937,45,13827,11/8/37,11,1930,Autumn ,November
3725,1937,46,13834,11/15/37,11,1930,Autumn ,November
4016,1937,47,13841,11/22/37,11,1930,Autumn ,November
5092,1937,48,13848,11/29/37,11,1930,Autumn ,November
6730,1937,49,13855,12/6/37,12,1930,Winter,December
7631,1937,50,13862,12/13/37,12,1930,Winter,December
139,1937,51,13869,12/20/37,12,1930,Winter,December
10899,1937,52,13876,12/27/37,12,1930,Winter,December
13148,1938,1,13883,1/3/38,1,1930,Winter,January
15934,1938,2,13890,1/10/38,1,1930,Winter,January
20258,1938,3,13897,1/17/38,1,1930,Winter,January
21929,1938,4,13904,1/24/38,1,1930,Winter,January
31667,1938,5,13911,1/31/38,1,1930,Winter,January
29326,1938,6,13918,2/7/38,2,1930,Winter,February
34711,1938,7,13925,2/14/38,2,1930,Winter,February
38903,1938,8,13932,2/21/38,2,1930,Winter,February
41011,1938,9,13939,2/28/38,2,1930,Winter,February
43802,1938,10,13946,3/7/38,3,1930,Spring,March
43622,1938,11,13953,3/14/38,3,1930,Spring,March
44191,1938,12,13960,3/21/38,3,1930,Spring,March
40085,1938,13,13967,3/28/38,3,1930,Spring,March
37319,1938,14,13974,4/4/38,4,1930,Spring,April
36126,1938,15,13981,4/11/38,4,1930,Spring,April
33529,1938,16,13988,4/18/38,4,1930,Spring,April
32006,1938,17,13995,4/25/38,4,1930,Spring,April
30034,1938,18,14002,5/2/38,5,1930,Spring,May
27121,1938,19,14009,5/9/38,5,1930,Spring,May
25538,1938,20,14016,5/16/38,5,1930,Spring,May
22116,1938,21,14023,5/23/38,5,1930,Spring,May
21443,1938,22,14030,5/30/38,5,1930,Spring,May
19890,1938,23,14037,6/6/38,6,1930,Summer,June
16444,1938,24,14044,6/13/38,6,1930,Summer,June
121,1938,25,14051,6/20/38,6,1930,Summer,June
6523,1938,27,14065,7/4/38,7,1930,Summer,July
5067,1938,28,14072,7/11/38,7,1930,Summer,July
2718,1938,29,14079,7/18/38,7,1930,Summer,July
2342,1938,30,14086,7/25/38,7,1930,Summer,July
1752,1938,31,14093,8/1/38,8,1930,Summer,August
1371,1938,32,14100,8/8/38,8,1930,Summer,August
939,1938,33,14107,8/15/38,8,1930,Summer,August
19,1938,34,14114,8/22/38,8,1930,Summer,August
650,1938,35,14121,8/29/38,8,1930,Summer,August
495,1938,36,14128,9/5/38,9,1930,Autumn,September
591,1938,37,14135,9/12/38,9,1930,Autumn,September
704,1938,38,14142,9/19/38,9,1930,Autumn,September
799,1938,39,14149,9/26/38,9,1930,Autumn,September
939,1938,40,14156,10/3/38,10,1930,Autumn,October
988,1938,41,14163,10/10/38,10,1930,Autumn,October
1313,1938,42,14170,10/17/38,10,1930,Autumn,October
1359,1938,43,14177,10/24/38,10,1930,Autumn,October
212,1938,44,14184,10/31/38,10,1930,Autumn,October
1746,1938,45,14191,11/7/38,11,1930,Autumn ,November
2703,1938,46,14198,11/14/38,11,1930,Autumn ,November
2221,1938,47,14205,11/21/38,11,1930,Autumn ,November
3425,1938,48,14212,11/28/38,11,1930,Autumn ,November
4063,1938,49,14219,12/5/38,12,1930,Winter,December
4816,1938,50,14226,12/12/38,12,1930,Winter,December
494,1938,51,14233,12/19/38,12,1930,Winter,December
4781,1938,52,14240,12/26/38,12,1930,Winter,December
6654,1939,1,14247,1/2/39,1,1930,Winter,January
9857,1939,2,14254,1/9/39,1,1930,Winter,January
9284,1939,3,14261,1/16/39,1,1930,Winter,January
404,1939,4,14268,1/23/39,1,1930,Winter,January
11583,1939,5,14275,1/30/39,1,1930,Winter,January
12954,1939,6,14282,2/6/39,2,1930,Winter,February
13876,1939,7,14289,2/13/39,2,1930,Winter,February
15134,1939,8,14296,2/20/39,2,1930,Winter,February
15922,1939,9,14303,2/27/39,2,1930,Winter,February
15224,1939,10,14310,3/6/39,3,1930,Spring,March
15373,1939,11,14317,3/13/39,3,1930,Spring,March
15779,1939,12,14324,3/20/39,3,1930,Spring,March
15331,1939,13,14331,3/27/39,3,1930,Spring,March
13447,1939,14,14338,4/3/39,4,1930,Spring,April
15056,1939,15,14345,4/10/39,4,1930,Spring,April
15568,1939,16,14352,4/17/39,4,1930,Spring,April
15087,1939,17,14359,4/24/39,4,1930,Spring,April
15821,1939,18,14366,5/1/39,5,1930,Spring,May
15800,1939,19,14373,5/8/39,5,1930,Spring,May
15205,1939,20,14380,5/15/39,5,1930,Spring,May
14587,1939,21,14387,5/22/39,5,1930,Spring,May
6687,1939,22,14394,5/29/39,5,1930,Spring,May
11669,1939,23,14401,6/5/39,6,1930,Summer,June
9210,1939,24,14408,6/12/39,6,1930,Summer,June
7325,1939,25,14415,6/19/39,6,1930,Summer,June
5126,1939,26,14422,6/26/39,6,1930,Summer,June
3742,1939,27,14429,7/3/39,7,1930,Summer,July
3988,1939,28,14436,7/10/39,7,1930,Summer,July
2154,1939,29,14443,7/17/39,7,1930,Summer,July
1542,1939,30,14450,7/24/39,7,1930,Summer,July
1096,1939,31,14457,7/31/39,7,1930,Summer,July
14,1939,32,14464,8/7/39,8,1930,Summer,August
598,1939,33,14471,8/14/39,8,1930,Summer,August
459,1939,34,14478,8/21/39,8,1930,Summer,August
465,1939,35,14485,8/28/39,8,1930,Summer,August
335,1939,36,14492,9/4/39,9,1930,Autumn,September
463,1939,37,14499,9/11/39,9,1930,Autumn,September
584,1939,39,14513,9/25/39,9,1930,Autumn,September
652,1939,40,14520,10/2/39,10,1930,Autumn,October
1084,1939,42,14534,10/16/39,10,1930,Autumn,October
1020,1939,43,14541,10/23/39,10,1930,Autumn,October
1549,1939,44,14548,10/30/39,10,1930,Autumn,October
1277,1939,45,14555,11/6/39,11,1930,Autumn ,November
1893,1939,47,14569,11/20/39,11,1930,Autumn ,November
2399,1939,48,14576,11/27/39,11,1930,Autumn ,November
2574,1939,49,14583,12/4/39,12,1930,Winter,December
3622,1939,50,14590,12/11/39,12,1930,Winter,December
2502,1939,51,14597,12/18/39,12,1930,Winter,December
2883,1940,1,14611,1/1/40,1,1940,Winter,January
4568,1940,2,14618,1/8/40,1,1940,Winter,January
3799,1940,3,14625,1/15/40,1,1940,Winter,January
4383,1940,4,14632,1/22/40,1,1940,Winter,January
5264,1940,5,14639,1/29/40,1,1940,Winter,January
5085,1940,6,14646,2/5/40,2,1940,Winter,February
5859,1940,7,14653,2/12/40,2,1940,Winter,February
5819,1940,8,14660,2/19/40,2,1940,Winter,February
7149,1940,9,14667,2/26/40,2,1940,Winter,February
7789,1940,10,14674,3/4/40,3,1940,Spring,March
7176,1940,11,14681,3/11/40,3,1940,Spring,March
8208,1940,12,14688,3/18/40,3,1940,Spring,March
8887,1940,13,14695,3/25/40,3,1940,Spring,March
9084,1940,14,14702,4/1/40,4,1940,Spring,April
9746,1940,15,14709,4/8/40,4,1940,Spring,April
10309,1940,16,14716,4/15/40,4,1940,Spring,April
10315,1940,17,14723,4/22/40,4,1940,Spring,April
11806,1940,19,14737,5/6/40,5,1940,Spring,May
11840,1940,20,14744,5/13/40,5,1940,Spring,May
10963,1940,21,14751,5/20/40,5,1940,Spring,May
10484,1940,22,14758,5/27/40,5,1940,Spring,May
11209,1940,23,14765,6/3/40,6,1940,Summer,June
9768,1940,24,14772,6/10/40,6,1940,Summer,June
7910,1940,25,14779,6/17/40,6,1940,Summer,June
6619,1940,26,14786,6/24/40,6,1940,Summer,June
4587,1940,27,14793,7/1/40,7,1940,Summer,July
4840,1940,28,14800,7/8/40,7,1940,Summer,July
3308,1940,29,14807,7/15/40,7,1940,Summer,July
2999,1940,30,14814,7/22/40,7,1940,Summer,July
2246,1940,31,14821,7/29/40,7,1940,Summer,July
1539,1940,32,14828,8/5/40,8,1940,Summer,August
879,1940,34,14842,8/19/40,8,1940,Summer,August
666,1940,35,14849,8/26/40,8,1940,Summer,August
576,1940,36,14856,9/2/40,9,1940,Autumn,September
561,1940,37,14863,9/9/40,9,1940,Autumn,September
668,1940,39,14877,9/23/40,9,1940,Autumn,September
961,1940,40,14884,9/30/40,9,1940,Autumn,September
964,1940,41,14891,10/7/40,10,1940,Autumn,October
1503,1940,42,14898,10/14/40,10,1940,Autumn,October
1674,1940,43,14905,10/21/40,10,1940,Autumn,October
1942,1940,44,14912,10/28/40,10,1940,Autumn,October
2517,1940,45,14919,11/4/40,11,1940,Autumn ,November
3231,1940,46,14926,11/11/40,11,1940,Autumn ,November
3568,1940,47,14933,11/18/40,11,1940,Autumn ,November
4065,1940,48,14940,11/25/40,11,1940,Autumn ,November
4747,1940,49,14947,12/2/40,12,1940,Winter,December
5935,1940,50,14954,12/9/40,12,1940,Winter,December
6378,1940,52,14968,12/23/40,12,1940,Winter,December
7767,1941,1,14975,12/30/40,12,1940,Winter,December
11717,1941,2,14982,1/6/41,1,1940,Winter,January
9487,1941,3,14989,1/13/41,1,1940,Winter,January
11448,1941,4,14996,1/20/41,1,1940,Winter,January
13844,1941,5,15003,1/27/41,1,1940,Winter,January
16664,1941,6,15010,2/3/41,2,1940,Winter,February
36770,1941,7,15017,2/10/41,2,1940,Winter,February
31490,1941,9,15031,2/24/41,2,1940,Winter,February
34420,1941,10,15038,3/3/41,3,1940,Spring,March
43060,1941,11,15045,3/10/41,3,1940,Spring,March
47421,1941,12,15052,3/17/41,3,1940,Spring,March
55795,1941,13,15059,3/24/41,3,1940,Spring,March
56338,1941,14,15066,3/31/41,3,1940,Spring,March
53256,1941,15,15073,4/7/41,4,1940,Spring,April
0,1941,16,15080,4/14/41,4,1940,Spring,April
50609,1941,17,15087,4/21/41,4,1940,Spring,April
43880,1941,18,15094,4/28/41,4,1940,Spring,April
39754,1941,19,15101,5/5/41,5,1940,Spring,May
37941,1941,20,15108,5/12/41,5,1940,Spring,May
26221,1941,22,15122,5/26/41,5,1940,Spring,May
28588,1941,23,15129,6/2/41,6,1940,Summer,June
21420,1941,24,15136,6/9/41,6,1940,Summer,June
16194,1941,25,15143,6/16/41,6,1940,Summer,June
12699,1941,26,15150,6/23/41,6,1940,Summer,June
8339,1941,27,15157,6/30/41,6,1940,Summer,June
7564,1941,28,15164,7/7/41,7,1940,Summer,July
4648,1941,29,15171,7/14/41,7,1940,Summer,July
3352,1941,30,15178,7/21/41,7,1940,Summer,July
2349,1941,31,15185,7/28/41,7,1940,Summer,July
1821,1941,32,15192,8/4/41,8,1940,Summer,August
0,1941,33,15199,8/11/41,8,1940,Summer,August
905,1941,34,15206,8/18/41,8,1940,Summer,August
689,1941,35,15213,8/25/41,8,1940,Summer,August
877,1941,36,15220,9/1/41,9,1940,Autumn,September
918,1941,37,15227,9/8/41,9,1940,Autumn,September
680,1941,38,15234,9/15/41,9,1940,Autumn,September
778,1941,39,15241,9/22/41,9,1940,Autumn,September
827,1941,40,15248,9/29/41,9,1940,Autumn,September
1039,1941,41,15255,10/6/41,10,1940,Autumn,October
1042,1941,42,15262,10/13/41,10,1940,Autumn,October
1678,1941,44,15276,10/27/41,10,1940,Autumn,October
1792,1941,45,15283,11/3/41,11,1940,Autumn ,November
2191,1941,46,15290,11/10/41,11,1940,Autumn ,November
2464,1941,47,15297,11/17/41,11,1940,Autumn ,November
3539,1941,48,15304,11/24/41,11,1940,Autumn ,November
3998,1941,49,15311,12/1/41,12,1940,Winter,December
4425,1941,50,15318,12/8/41,12,1940,Winter,December
4608,1941,51,15325,12/15/41,12,1940,Winter,December
4189,1941,52,15332,12/22/41,12,1940,Winter,December
5758,1941,53,15339,12/29/41,12,1940,Winter,December
7892,1942,1,15339,12/29/41,12,1940,Winter,December
8266,1942,2,15346,1/5/42,1,1940,Winter,January
9681,1942,3,15353,1/12/42,1,1940,Winter,January
10489,1942,4,15360,1/19/42,1,1940,Winter,January
14351,1942,5,15367,1/26/42,1,1940,Winter,January
14062,1942,6,15374,2/2/42,2,1940,Winter,February
15663,1942,7,15381,2/9/42,2,1940,Winter,February
16873,1942,8,15388,2/16/42,2,1940,Winter,February
21373,1942,10,15402,3/2/42,3,1940,Spring,March
22521,1942,11,15409,3/9/42,3,1940,Spring,March
24293,1942,12,15416,3/16/42,3,1940,Spring,March
21926,1942,13,15423,3/23/42,3,1940,Spring,March
24204,1942,14,15430,3/30/42,3,1940,Spring,March
25991,1942,15,15437,4/6/42,4,1940,Spring,April
24674,1942,16,15444,4/13/42,4,1940,Spring,April
25479,1942,17,15451,4/20/42,4,1940,Spring,April
23979,1942,18,15458,4/27/42,4,1940,Spring,April
22632,1942,19,15465,5/4/42,5,1940,Spring,May
20966,1942,20,15472,5/11/42,5,1940,Spring,May
19116,1942,21,15479,5/18/42,5,1940,Spring,May
16646,1942,22,15486,5/25/42,5,1940,Spring,May
14662,1942,23,15493,6/1/42,6,1940,Summer,June
12480,1942,24,15500,6/8/42,6,1940,Summer,June
8695,1942,25,15507,6/15/42,6,1940,Summer,June
6333,1942,26,15514,6/22/42,6,1940,Summer,June
4763,1942,27,15521,6/29/42,6,1940,Summer,June
3255,1942,28,15528,7/6/42,7,1940,Summer,July
2739,1942,29,15535,7/13/42,7,1940,Summer,July
1863,1942,30,15542,7/20/42,7,1940,Summer,July
1476,1942,31,15549,7/27/42,7,1940,Summer,July
1020,1942,32,15556,8/3/42,8,1940,Summer,August
804,1942,33,15563,8/10/42,8,1940,Summer,August
689,1942,34,15570,8/17/42,8,1940,Summer,August
585,1942,35,15577,8/24/42,8,1940,Summer,August
527,1942,36,15584,8/31/42,8,1940,Summer,August
492,1942,37,15591,9/7/42,9,1940,Autumn,September
524,1942,38,15598,9/14/42,9,1940,Autumn,September
647,1942,39,15605,9/21/42,9,1940,Autumn,September
821,1942,40,15612,9/28/42,9,1940,Autumn,September
1201,1942,42,15626,10/12/42,10,1940,Autumn,October
1331,1942,43,15633,10/19/42,10,1940,Autumn,October
1771,1942,44,15640,10/26/42,10,1940,Autumn,October
2003,1942,45,15647,11/2/42,11,1940,Autumn ,November
2483,1942,46,15654,11/9/42,11,1940,Autumn ,November
2648,1942,47,15661,11/16/42,11,1940,Autumn ,November
3717,1942,48,15668,11/23/42,11,1940,Autumn ,November
4285,1942,49,15675,11/30/42,11,1940,Autumn ,November
4776,1942,50,15682,12/7/42,12,1940,Winter,December
4018,1942,51,15689,12/14/42,12,1940,Winter,December
5786,1942,52,15696,12/21/42,12,1940,Winter,December
8182,1943,1,15710,1/4/43,1,1940,Winter,January
8225,1943,2,15717,1/11/43,1,1940,Winter,January
8807,1943,3,15724,1/18/43,1,1940,Winter,January
10887,1943,4,15731,1/25/43,1,1940,Winter,January
13444,1943,5,15738,2/1/43,2,1940,Winter,February
12803,1943,6,15745,2/8/43,2,1940,Winter,February
16334,1943,7,15752,2/15/43,2,1940,Winter,February
17754,1943,8,15759,2/22/43,2,1940,Winter,February
21511,1943,10,15773,3/8/43,3,1940,Spring,March
23150,1943,11,15780,3/15/43,3,1940,Spring,March
24632,1943,12,15787,3/22/43,3,1940,Spring,March
26183,1943,13,15794,3/29/43,3,1940,Spring,March
18496,1943,9,15766,3/1/43,3,1940,Spring,March
24651,1943,14,15801,4/5/43,4,1940,Spring,April
27793,1943,15,15808,4/12/43,4,1940,Spring,April
25362,1943,16,15815,4/19/43,4,1940,Spring,April
26526,1943,17,15822,4/26/43,4,1940,Spring,April
26032,1943,18,15829,5/3/43,5,1940,Spring,May
27776,1943,19,15836,5/10/43,5,1940,Spring,May
27723,1943,20,15843,5/17/43,5,1940,Spring,May
26618,1943,21,15850,5/24/43,5,1940,Spring,May
22286,1943,23,15864,6/7/43,6,1940,Summer,June
18102,1943,24,15871,6/14/43,6,1940,Summer,June
14022,1943,25,15878,6/21/43,6,1940,Summer,June
10765,1943,26,15885,6/28/43,6,1940,Summer,June
7906,1943,27,15892,7/5/43,7,1940,Summer,July
5858,1943,28,15899,7/12/43,7,1940,Summer,July
3201,1943,30,15913,7/26/43,7,1940,Summer,July
2251,1943,31,15920,8/2/43,8,1940,Summer,August
1852,1943,32,15927,8/9/43,8,1940,Summer,August
1533,1943,33,15934,8/16/43,8,1940,Summer,August
1207,1943,34,15941,8/23/43,8,1940,Summer,August
798,1943,35,15948,8/30/43,8,1940,Summer,August
881,1943,36,15955,9/6/43,9,1940,Autumn,September
711,1943,38,15969,9/20/43,9,1940,Autumn,September
1374,1943,39,15976,9/27/43,9,1940,Autumn,September
1523,1943,40,15983,10/4/43,10,1940,Autumn,October
1876,1943,41,15990,10/11/43,10,1940,Autumn,October
2096,1943,42,15997,10/18/43,10,1940,Autumn,October
2639,1943,43,16004,10/25/43,10,1940,Autumn,October
3162,1943,44,16011,11/1/43,11,1940,Autumn ,November
3688,1943,45,16018,11/8/43,11,1940,Autumn ,November
4065,1943,46,16025,11/15/43,11,1940,Autumn ,November
5434,1943,48,16039,11/29/43,11,1940,Autumn ,November
8161,1943,49,16046,12/6/43,12,1940,Winter,December
6532,1943,51,16060,12/20/43,12,1940,Winter,December
7650,1943,52,16067,12/27/43,12,1940,Winter,December
11703,1944,2,16081,1/10/44,1,1940,Winter,January
12452,1944,3,16088,1/17/44,1,1940,Winter,January
15403,1944,4,16095,1/24/44,1,1940,Winter,January
18648,1944,5,16102,1/31/44,1,1940,Winter,January
23043,1944,7,16116,2/14/44,2,1940,Winter,February
27073,1944,8,16123,2/21/44,2,1940,Winter,February
34238,1944,9,16130,2/28/44,2,1940,Winter,February
31179,1944,10,16137,3/6/44,3,1940,Spring,March
32802,1944,11,16144,3/13/44,3,1940,Spring,March
32271,1944,12,16151,3/20/44,3,1940,Spring,March
33992,1944,13,16158,3/27/44,3,1940,Spring,March
30462,1944,14,16165,4/3/44,4,1940,Spring,April
30759,1944,15,16172,4/10/44,4,1940,Spring,April
30935,1944,16,16179,4/17/44,4,1940,Spring,April
26067,1944,18,16193,5/1/44,5,1940,Spring,May
25812,1944,19,16200,5/8/44,5,1940,Spring,May
22881,1944,20,16207,5/15/44,5,1940,Spring,May
17935,1944,21,16214,5/22/44,5,1940,Spring,May
16130,1944,22,16221,5/29/44,5,1940,Spring,May
14112,1944,23,16228,6/5/44,6,1940,Summer,June
11217,1944,24,16235,6/12/44,6,1940,Summer,June
7556,1944,25,16242,6/19/44,6,1940,Summer,June
6034,1944,26,16249,6/26/44,6,1940,Summer,June
4299,1944,27,16256,7/3/44,7,1940,Summer,July
3132,1944,28,16263,7/10/44,7,1940,Summer,July
2094,1944,29,16270,7/17/44,7,1940,Summer,July
1730,1944,30,16277,7/24/44,7,1940,Summer,July
1238,1944,31,16284,7/31/44,7,1940,Summer,July
1139,1944,32,16291,8/7/44,8,1940,Summer,August
777,1944,33,16298,8/14/44,8,1940,Summer,August
696,1944,34,16305,8/21/44,8,1940,Summer,August
668,1944,35,16312,8/28/44,8,1940,Summer,August
392,1944,36,16319,9/4/44,9,1940,Autumn,September
365,1944,37,16326,9/11/44,9,1940,Autumn,September
416,1944,38,16333,9/18/44,9,1940,Autumn,September
404,1944,39,16340,9/25/44,9,1940,Autumn,September
471,1944,40,16347,10/2/44,10,1940,Autumn,October
521,1944,41,16354,10/9/44,10,1940,Autumn,October
513,1944,42,16361,10/16/44,10,1940,Autumn,October
585,1944,43,16368,10/23/44,10,1940,Autumn,October
569,1944,44,16375,10/30/44,10,1940,Autumn,October
594,1944,45,16382,11/6/44,11,1940,Autumn ,November
610,1944,46,16389,11/13/44,11,1940,Autumn ,November
601,1944,47,16396,11/20/44,11,1940,Autumn ,November
777,1944,49,16410,12/4/44,12,1940,Winter,December
766,1944,50,16417,12/11/44,12,1940,Winter,December
658,1944,51,16424,12/18/44,12,1940,Winter,December
891,1944,52,16431,12/25/44,12,1940,Winter,December
979,1945,1,16438,1/1/45,1,1940,Winter,January
1455,1945,2,16445,1/8/45,1,1940,Winter,January
1427,1945,3,16452,1/15/45,1,1940,Winter,January
1501,1945,4,16459,1/22/45,1,1940,Winter,January
1574,1945,5,16466,1/29/45,1,1940,Winter,January
1880,1945,6,16473,2/5/45,2,1940,Winter,February
2275,1945,7,16480,2/12/45,2,1940,Winter,February
2401,1945,8,16487,2/19/45,2,1940,Winter,February
2813,1945,9,16494,2/26/45,2,1940,Winter,February
3688,1945,10,16501,3/5/45,3,1940,Spring,March
3787,1945,11,16508,3/12/45,3,1940,Spring,March
4055,1945,12,16515,3/19/45,3,1940,Spring,March
4026,1945,13,16522,3/26/45,3,1940,Spring,March
3979,1945,14,16529,4/2/45,4,1940,Spring,April
4179,1945,15,16536,4/9/45,4,1940,Spring,April
4673,1945,16,16543,4/16/45,4,1940,Spring,April
4913,1945,17,16550,4/23/45,4,1940,Spring,April
4510,1945,18,16557,4/30/45,4,1940,Spring,April
4634,1945,19,16564,5/7/45,5,1940,Spring,May
5013,1945,20,16571,5/14/45,5,1940,Spring,May
5335,1945,21,16578,5/21/45,5,1940,Spring,May
4594,1945,22,16585,5/28/45,5,1940,Spring,May
5160,1945,23,16592,6/4/45,6,1940,Summer,June
4280,1945,24,16599,6/11/45,6,1940,Summer,June
4256,1945,25,16606,6/18/45,6,1940,Summer,June
3429,1945,26,16613,6/25/45,6,1940,Summer,June
2249,1945,27,16620,7/2/45,7,1940,Summer,July
2133,1945,28,16627,7/9/45,7,1940,Summer,July
1494,1945,30,16641,7/23/45,7,1940,Summer,July
1038,1945,31,16648,7/30/45,7,1940,Summer,July
922,1945,32,16655,8/6/45,8,1940,Summer,August
645,1945,33,16662,8/13/45,8,1940,Summer,August
650,1945,34,16669,8/20/45,8,1940,Summer,August
662,1945,35,16676,8/27/45,8,1940,Summer,August
465,1945,36,16683,9/3/45,9,1940,Autumn,September
561,1945,37,16690,9/10/45,9,1940,Autumn,September
540,1945,38,16697,9/17/45,9,1940,Autumn,September
612,1945,39,16704,9/24/45,9,1940,Autumn,September
737,1945,40,16711,10/1/45,10,1940,Autumn,October
837,1945,41,16718,10/8/45,10,1940,Autumn,October
1076,1945,42,16725,10/15/45,10,1940,Autumn,October
1406,1945,43,16732,10/22/45,10,1940,Autumn,October
1363,1945,44,16739,10/29/45,10,1940,Autumn,October
1910,1945,45,16746,11/5/45,11,1940,Autumn ,November
1845,1945,46,16753,11/12/45,11,1940,Autumn ,November
9,1945,47,16760,11/19/45,11,1940,Autumn ,November
12,1945,48,16767,11/26/45,11,1940,Autumn ,November
2787,1945,49,16774,12/3/45,12,1940,Winter,December
285,1945,50,16781,12/10/45,12,1940,Winter,December
2290,1945,51,16788,12/17/45,12,1940,Winter,December
2723,1945,52,16795,12/24/45,12,1940,Winter,December
2769,1946,1,16802,12/31/45,12,1940,Winter,December
5314,1946,2,16809,1/7/46,1,1940,Winter,January
5490,1946,3,16816,1/14/46,1,1940,Winter,January
6712,1946,4,16823,1/21/46,1,1940,Winter,January
7997,1946,5,16830,1/28/46,1,1940,Winter,January
11260,1946,6,16837,2/4/46,2,1940,Winter,February
13932,1946,7,16844,2/11/46,2,1940,Winter,February
15725,1946,8,16851,2/18/46,2,1940,Winter,February
24790,1946,9,16858,2/25/46,2,1940,Winter,February
28440,1946,10,16865,3/4/46,3,1940,Spring,March
29812,1946,11,16872,3/11/46,3,1940,Spring,March
34300,1946,12,16879,3/18/46,3,1940,Spring,March
35676,1946,13,16886,3/25/46,3,1940,Spring,March
38233,1946,14,16893,4/1/46,4,1940,Spring,April
40746,1946,15,16900,4/8/46,4,1940,Spring,April
37960,1946,16,16907,4/15/46,4,1940,Spring,April
40072,1946,17,16914,4/22/46,4,1940,Spring,April
39902,1946,18,16921,4/29/46,4,1940,Spring,April
35208,1946,19,16928,5/6/46,5,1940,Spring,May
32317,1946,20,16935,5/13/46,5,1940,Spring,May
29444,1946,21,16942,5/20/46,5,1940,Spring,May
26347,1946,22,16949,5/27/46,5,1940,Spring,May
25041,1946,23,16956,6/3/46,6,1940,Summer,June
19261,1946,24,16963,6/10/46,6,1940,Summer,June
14611,1946,25,16970,6/17/46,6,1940,Summer,June
11040,1946,26,16977,6/24/46,6,1940,Summer,June
7544,1946,27,16984,7/1/46,7,1940,Summer,July
6729,1946,28,16991,7/8/46,7,1940,Summer,July
4054,1946,29,16998,7/15/46,7,1940,Summer,July
3054,1946,30,17005,7/22/46,7,1940,Summer,July
2239,1946,31,17012,7/29/46,7,1940,Summer,July
1542,1946,32,17019,8/5/46,8,1940,Summer,August
1081,1946,33,17026,8/12/46,8,1940,Summer,August
737,1946,34,17033,8/19/46,8,1940,Summer,August
706,1946,35,17040,8/26/46,8,1940,Summer,August
543,1946,36,17047,9/2/46,9,1940,Autumn,September
487,1946,37,17054,9/9/46,9,1940,Autumn,September
539,1946,38,17061,9/16/46,9,1940,Autumn,September
527,1946,39,17068,9/23/46,9,1940,Autumn,September
850,1946,40,17075,9/30/46,9,1940,Autumn,September
779,1946,41,17082,10/7/46,10,1940,Autumn,October
922,1946,42,17089,10/14/46,10,1940,Autumn,October
1120,1946,43,17096,10/21/46,10,1940,Autumn,October
1168,1946,44,17103,10/28/46,10,1940,Autumn,October
1320,1946,45,17110,11/4/46,11,1940,Autumn ,November
1609,1946,46,17117,11/11/46,11,1940,Autumn ,November
1682,1946,47,17124,11/18/46,11,1940,Autumn ,November
1405,1946,48,17131,11/25/46,11,1940,Autumn ,November
2397,1946,49,17138,12/2/46,12,1940,Winter,December
2592,1946,50,17145,12/9/46,12,1940,Winter,December
2696,1946,51,17152,12/16/46,12,1940,Winter,December
4215,1947,2,17173,1/6/47,1,1940,Winter,January
3739,1947,3,17180,1/13/47,1,1940,Winter,January
3846,1947,4,17187,1/20/47,1,1940,Winter,January
4261,1947,5,17194,1/27/47,1,1940,Winter,January
4809,1947,6,17201,2/3/47,2,1940,Winter,February
5780,1947,7,17208,2/10/47,2,1940,Winter,February
5567,1947,8,17215,2/17/47,2,1940,Winter,February
6388,1947,9,17222,2/24/47,2,1940,Winter,February
7156,1947,10,17229,3/3/47,3,1940,Spring,March
7091,1947,11,17236,3/10/47,3,1940,Spring,March
6429,1947,12,17243,3/17/47,3,1940,Spring,March
6565,1947,13,17250,3/24/47,3,1940,Spring,March
6502,1947,14,17257,3/31/47,3,1940,Spring,March
7350,1947,15,17264,4/7/47,4,1940,Spring,April
7710,1947,16,17271,4/14/47,4,1940,Spring,April
8183,1947,17,17278,4/21/47,4,1940,Spring,April
8228,1947,18,17285,4/28/47,4,1940,Spring,April
9494,1947,19,17292,5/5/47,5,1940,Spring,May
8783,1947,20,17299,5/12/47,5,1940,Spring,May
